Source,Target
Maria Boelis,Andries Cuijlert (Culaert)
Hendrick Boelisz.,Maria Boelis
Hendrick Boelens,Andries Boelens
Willemtje Jans,Hendrick Boelens
Willemtje Jans,Andries Boelens
Willemtje Jans,Andries Cuijlert (Culaert)
Jean Sauvage,Andries Cuijlert (Culaert)
Jeuriaen Huybertsz.,Andries Cuijlert (Culaert)
Jean Sauvage,Jeuriaen Huybertsz.
Jan van Baerle II,Andries Cuijlert (Culaert)
Laurens Gillisz. ,Andries Cuijlert (Culaert)
Jan van Baerle II,Laurens Gillisz. 
Pieter Cuylaert,Andries Cuijlert (Culaert)
Margreta ter Burgh,Pieter Cuylaert
Hendrick Andriesse Cuylaert,Andries Cuijlert (Culaert)
Grietie Roelofs,Hendrick Andriesse Cuylaert
Maria Hendricx,Hendrick Andriesse Cuylaert
Nannigh Cornelisz.,Hans Mathijsz. Snoeck
Christina Kuylaert,Hendrick Andriesse Cuylaert
Johannes Westerhout,Christina Kuylaert
Pieter Mercijs,Jacques Mercijs I
Pieter Mercijs,Isaack Florianus
Isaack Florianus,Maria Florianus
Pieter van de Venne I,Pieter van Venne II
Pieter van de Venne I,Maria Florianus
Pieter van de Venne I,Clara van Haersbergen
Cornelia Merchijs,Pieter Mercijs
Cornelia Merchijs,Sara Berrewijns
Cornelia Merchijs,Joannes Rijckaert
Cornelia Merchijs,Susanna Rijckaert
Cornelia Merchijs,Willem Selijns II
Joannes Rijckaert,Susanna Rijckaert
Joannes Rijckaert,Willem Selijns II
Susanna Rijckaert,Willem Selijns II
Jan Wijs,Gommer Spranger
Pieter Mercijs,Dutch East India Company
Lucas van Venne,Pieter van de Venne I
Lucas van Venne,Pieter van de Venne II
Lucas van Venne,Clara van Haersbergen
Marcus Jacobs,Pieter van de Venne I
Marcus Jacobs,Clara van Haersbergen
Clara van de Venne,Clara van Haersbergen
Grietgen van de Venne,Clara van Haersbergen
Maria van de Venne,Clara van Haersbergen
Catarina van de Venne,Clara van Haersbergen
Francoijs van de Venne,Clara van Haersbergen
Hans van de Venne,Clara van Haersbergen
Marcus Jacobs,Pieter van de Venne I
Clara van de Venne,Pieter van de Venne I
Grietgen van de Venne,Pieter van de Venne I
Maria van de Venne,Pieter van de Venne I
Catarina van de Venne,Pieter van de Venne I
Francoijs van de Venne,Pieter van de Venne I
Hans van de Venne,Pieter van de Venne I
Clara van de Venne,Marcus Jacobs
Grietgen van de Venne,Marcus Jacobs
Maria van de Venne,Marcus Jacobs
Catarina van de Venne,Marcus Jacobs
Francoijs van de Venne,Marcus Jacobs
Hans van de Venne,Marcus Jacobs
Grietgen van de Venne,Clara van de Venne
Maria van de Venne,Clara van de Venne
Catarina van de Venne,Clara van de Venne
Francoijs van de Venne,Clara van de Venne
Hans van de Venne,Clara van de Venne
Maria van de Venne,Grietgen van de Venne
Catarina van de Venne,Grietgen van de Venne
Francoijs van de Venne,Grietgen van de Venne
Hans van de Venne,Grietgen van de Venne
Catarina van de Venne,Maria van de Venne
Francoijs van de Venne,Maria van de Venne
Hans van de Venne,Maria van de Venne
Francoijs van de Venne,Catarina van de Venne
Hans van de Venne,Catarina van de Venne
Francoijs van de Venne,Hans van de Venne
Christiaen Anthonisz. ,Clara van de Venne
Jan Cock,Clara van de Venne
Christiaen Anthonisz. ,Pieter van de Venne I
Jan Cock,Pieter van de Venne I
Christiaen Anthonisz. ,Clara van Haersbergen
Jan Cock,Clara van Haersbergen
Christiaen Anthonisz. ,Jan Cock
Grietgen van de Venne,Clara van de Venne
Grietgen van de Venne,Pieter van de Venne I
Grietgen van de Venne,Clara van Haersbergen
Grietgen van de Venne,Jan Cock
Grietgen van de Venne,Christiaen Anthonisz. 
Maria van de Venne,Pieter de Kolenaer
Maria van de Venne,Agnieta Pels
Maria van de Venne,Marya Rogiers
Clara van de Venne,Pieter de Kolenaer
Clara van de Venne,Agnieta Pels
Clara van de Venne,Marya Rogiers
Pieter van de Venne I,Pieter de Kolenaer
Pieter van de Venne I,Agnieta Pels
Pieter van de Venne I,Marya Rogiers
Agnieta Pels,Pieter de Kolenaer
Marya Rogiers,Pieter de Kolenaer
Agnieta Pels,Marya Rogiers
Marya Rogiers,Lucas van Venne
Pieter de Kolenaer,Lucas van Venne
Agnieta Pels,Lucas van Venne
Lucas van Venne,Maria van de Venne
Lucas van Venne,Pieter van de Venne III
Lucas van Venne,Maria de Carpentier
Pieter van de Venne III,Maria de Carpentier
Catarina van de Venne,Lucas van Venne
Johannes de Meerwaert,Lucas van Venne
Catarina van de Venne,Johannes de Meerwaert
Lucas van Venne,Alexander van der Graeff
Catarina van de Venne,Alexander van der Graeff
Johannes de Meerwaert,Alexander van der Graeff
Guilliaem van der Graeff,Alexander van der Graeff
Guilliaem van der Graeff,Susanna van de Venne
Susanna van de Venne,Catarina van de Venne
Alexander van der Hoeve,Lucas van Venne
Lucas van Venne,Pieter Pels
Agnieta Pels,Pieter Pels
Lucas van Venne,Hans Pels
Agnieta Pels,Hans Pels
Pieter Pels,Hans Pels
Lucas van Venne,Lucas van der Wal
Agnieta Pels,Lucas van der Wal
Pieter Pels,Lucas van der Wal
Hans Pels,Lucas van der Wal
Hans Verbiest,Pieter Pels
Hans Verbiest,Hans Pels
Hans Verbiest,Dutch East India Company
Lucas van Venne,Dutch East India Company
Jacob Cornelisz.,Lucas van Venne
Samuel Blommaert,Lucas van Venne
Hans Vrancken ,Lucas van Venne
Hans Rombouts,Lucas van Venne
Gillis van Schendel,Lucas van Venne
Abraham van der Straten,Lucas van Venne
Dionys Bailly,Lucas van Venne
Martin Papenbroeck,Lucas van Venne
Hans Vrancken ,Samuel Blommaert
Hans Rombouts,Samuel Blommaert
Hans Vrancken ,Hans Rombouts
Abraham van der Straten,Gillis van Schendel
Dionys Bailly,Gillis van Schendel
Martin Papenbroeck,Gillis van Schendel
Dionys Bailly,Abraham van der Straten
Martin Papenbroeck,Abraham van der Straten
Dionys Bailly,Martin Papenbroeck
Bartholomeus Bisschop,Gillis van Schendel
Margareta de Vogelaer,Gillis van Schendel
Bartholomeus Bisschop,Margareta de Vogelaer
Balthasar Schulenburch,Margareta de Vogelaer
Balthasar Schulenburch,Ferdinandus Schuylenburgh
Balthasar Schulenburch,Frederick Schuylenburgh
Margareta de Vogelaer,Ferdinandus Schuylenburgh
Margareta de Vogelaer,Frederick Schuylenburgh
Johanna van Beringen,Dionys Bailly
Catharina van Beringen,Dionys Bailly
Gerrit Elias,Dionys Bailly
Catharina van Beringen,Johanna van Beringen
Gerrit Elias,Johanna van Beringen
Catharina van Beringen,Gerrit Elias
Abraham van der Straten,Marcus van Uffelen
Marcus van Uffelen,Lucas van Venne
Bartholomeus van de Helst,Pieter van de Venne III
Jan de Carpetier,Pieter van de Venne III
Ernst Klenck,Pieter van de Venne III
Jan de Carpetier,Bartholomeus van de Helst
Ernst Klenck,Bartholomeus van de Helst
Ernst Klenck,Jan de Carpetier
Susanna van Couwenbergh,Willem Selijns II
Willem Selijns I,Willem Selijns II
Jan Selijns I,Willem Selijns II
Apollonia Sprenckhuysen,Willem Selijns II
Willem Selijns I,Apollonia Sprenckhuysen
Jan Selijns I,Apollonia Sprenckhuysen
Apollonia Sprenckhuysen,Apollonia Sprenckhuysen
Jan Selijns I,Willem Selijns I
Apollonia Sprenckhuysen,Willem Selijns I
Jan Selijns I,Apollonia Sprenckhuysen
Andries Rijckaert,Willem Selijns II
Andries Rijckaert,Joannes Rijckaert
Andries Rijckaert,Susanna Rijckaert
Andries Rijckaert,Dutch East India Company
Andries Rijckaert,Dutch West India Company
Susanna Metsu,Andries Rijckaert
Susanna Metsu,Joannes Rijckaert
Susanna Metsu,Susanna Rijckaert
Apollonia Seulijns,Susanna Rijckaert
Johannes Seulijns,Susanna Rijckaert
Apollonia Seulijns,Willem Selijns II
Johannes Seulijns,Willem Selijns II
Hendrick Selijns,Willem Selijns II
Jan Jansz. Selijns,Willem Selijns II
Hendrick Selijns,Johannes Seulijns
Jan Jansz. Selijns,Johannes Seulijns
Hendrick Selijns,Jan Jansz. Selijns
Jan Hendricksz. Selijns,Willem Selijns II
Jan Hendricksz. Selijns,Jan Jansz. Selijns
Jan Hendricksz. Selijns,Hendrick Selijns
Joost van den Bogaert,Willem Selijns II
Joost van den Bogaert,Stijntje Selijns
Willem Selijns II,Stijntje Selijns
Susanna Merchijs,Andries Rijckaert
Bartholomeus Moor I,Claes Rauwart (Nicles Rauwart Jacobszoon)
Joost van Beck I,Bartholomeus Moor I
Catalijne Symons,Bartholomeus Moor I
Marie Niquet,Bartholomeus Moor I
Jan Niquet,Bartholomeus Moor I
Margerite Bosmans,Bartholomeus Moor I
Catalijne Symons,Joost van Beck I
Marie Niquet,Joost van Beck I
Jan Niquet,Joost van Beck I
Margerite Bosmans,Joost van Beck I
Marie Niquet,Catalijne Symons
Jan Niquet,Catalijne Symons
Margerite Bosmans,Catalijne Symons
Jan Niquet,Marie Niquet
Margerite Bosmans,Marie Niquet
Jan Niquet,Margerite Bosmans
Johan (Hans) van Maerlen ,Bartholomeus Moor I
Jan Heijckes,Bartholomeus Moor I
Susanna Moor,Bartholomeus Moor I
Susanna Moor,Marie Niquet
Henry de Pickere,Susanna Moor
Margareta van der Bruggen,Henry de Pickere
Jeronimus Coymans II,Margareta van der Bruggen
Laurens Reael,Susanna Moor
Margareta van der Bruggen,Susanna Moor
Catharina Moor,Susanna Moor
Catharina Moor,Bartholomeus Moor I
Catharina Moor,Marie Niquet
Catharina Moor,Daniel Bernard
Cathalijne van Leijden,Bartholomeus Moor I
Pieter van Leijden I,Bartholomeus Moor I
Pieter van Leijden II,Bartholomeus Moor I
Pieter van Leijden I,Cathalijne van Leijden
Pieter van Leijden II,Cathalijne van Leijden
Pieter van Leijden I,Pieter van Leijden II
Bartholomeus Moor I,Dutch East India Company
Pieter van Leijden II,Dutch West India Company
Sara Nicquet,Dominius van Heemskerk
Dominius van Heemskerk,Bartholomeus Moor I
Sara Nicquet,Marie Niquet
Sara Nicquet,Bartholomeus Moor I
Dominius van Heemskerk,Marie Niquet
Adam Bessels,Bartholomeus Moor I
Adam Bessels,Marie Niquet
Adam Bessels,Sara Nicquet
Adam Bessels,Dominius van Heemskerk
Adam Bessels,Jackes Nijket (Niquet)
Margaret Reynst,Jackes Nijket (Niquet)
Bonaventuer Broen,Bartholomeus Moor I
Jan Moonincx,Bartholomeus Moor I
Bonaventuer Broen,Marie Niquet
Jan Moonincx,Marie Niquet
Isaack van Beeck,Bartholomeus Moor I
Isaack van Beeck,Rembrandt van Rijn
Jan Egbertsz. Bisschop,Bonaventuer Broen
Rem Egbertsz. Bisschop,Bonaventuer Broen
Hendrick Broen,Bonaventuer Broen
Jan Egbertsz. Bisschop,Rem Egbertsz. Bisschop
Hendrick Broen,Jan Egbertsz. Bisschop
Hendrick Broen,Rem Egbertsz. Bisschop
Bartholomeus Moor II,Bartholomeus Moor I
Bartholomeus Moor II,Marie Niquet
Bartholomeus Moor II,Susanna Moor
Bartholomeus Moor II,Catharina Moor
Bartholomeus Moor II,Jan Schrijver
Marcus van Vackenburch,Bonaventuer Broen
Symon van der Does,Bonaventuer Broen
Symon van der Does,Marcus van Vackenburch
Marcus van Vackenburch,Dutch West India Company
Symon van der Does,Dutch West India Company
Bonaventuer Broen,Dutch West India Company
Hans Mathys Snoeck II,Helvich Jochumsz.
Hans Mathys Snoeck II,Hendrick Laurens Spiegel (Hendrick Laurensz.)
Hans Mathys Snoeck II,Nicolaes van Campen
Helvich Jochumsz.,Hendrick Laurens Spiegel (Hendrick Laurensz.)
Helvich Jochumsz.,Nicolaes van Campen
Hendrick Laurens Spiegel (Hendrick Laurensz.),Nicolaes van Campen
Jan Marcusz. ,Hans Mathys Snoeck II
Risgen Nanninghs,Hans Mathys Snoeck II
Trijntgen Nanninghs,Hans Mathys Snoeck II
Bartholmeus Nanninghs,Hans Mathys Snoeck II
Jan Marcusz. ,Hans Mathys Snoeck II
Dirck Nanninghs,Hans Mathys Snoeck II
Nanningh Cornelisz. Neutecooper I,Hans Mathys Snoeck II
Trijn Gerrits,Hans Mathys Snoeck II
Jan Marcusz. ,Risgen Nanninghs
Jan Marcusz. ,Trijntgen Nanninghs
Jan Marcusz. ,Bartholmeus Nanninghs
Jan Marcusz. ,Jan Marcusz. 
Jan Marcusz. ,Dirck Nanninghs
Jan Marcusz. ,Nanningh Cornelisz. Neutecooper I
Nanningh Cornelisz. Neutecooper I,Nanningh Cornelisz. Neutecooper II
Nanningh Cornelisz. Neutecooper II,Jan Marcusz. 
Jan Marcusz. ,Trijn Gerrits
Trijntgen Nanninghs,Risgen Nanninghs
Bartholmeus Nanninghs,Risgen Nanninghs
Jan Marcusz. ,Risgen Nanninghs
Dirck Nanninghs,Risgen Nanninghs
Nanningh Cornelisz. Neutecooper I,Risgen Nanninghs
Trijn Gerrits,Risgen Nanninghs
Bartholmeus Nanninghs,Trijntgen Nanninghs
Jan Marcusz. ,Trijntgen Nanninghs
Dirck Nanninghs,Trijntgen Nanninghs
Nanningh Cornelisz. Neutecooper I,Trijntgen Nanninghs
Trijn Gerrits,Trijntgen Nanninghs
Jan Marcusz. ,Bartholmeus Nanninghs
Dirck Nanninghs,Bartholmeus Nanninghs
Nanningh Cornelisz. Neutecooper I,Bartholmeus Nanninghs
Trijn Gerrits,Bartholmeus Nanninghs
Dirck Nanninghs,Jan Marcusz. 
Nanningh Cornelisz. Neutecooper I,Jan Marcusz. 
Trijn Gerrits,Jan Marcusz. 
Nanningh Cornelisz. Neutecooper I,Dirck Nanninghs
Trijn Gerrits,Dirck Nanninghs
Nanningh Cornelisz. Neutecooper I,Trijn Gerrits
Aert de Haes I,Lijntje Adriaens
Lijntje Adriaens,Giert Jansdr. 
Aert de Haes I,Giert Jansdr. 
Aert Aertsz. II,Aert de Haes I
Aert Aertsz. III,Aert de Haes I
Matheus Aertsz.,Aert de Haes I
Aert Aertsz. II,Lijntje Adriaens
Aert Aertsz. III,Lijntje Adriaens
Matheus Aertsz.,Lijntje Adriaens
Aert Aertsz. III,Aert Aertsz. II
Matheus Aertsz.,Aert Aertsz. II
Aert Aertsz. III,Matheus Aertsz.
Jean (Johannes) Schab,Aert Aertsz. II
Jeremias Hagens,Aert Aertsz. II
Adriaen Lock,Aert de Haes I
Albert Eggericx,Margrieta (Griete) van Rijn
Cornelis Barendsz.,Margrieta (Griete) van Rijn
Weyn Pieters van Neck,Margrieta (Griete) van Rijn
Jacob Egbertsz.,Margrieta (Griete) van Rijn
Maria Claes Gaeff,Margrieta (Griete) van Rijn
Weyn Pieters van Neck,Cornelis Barendsz.
Jacob Egbertsz.,Cornelis Barendsz.
Maria Claes Gaeff,Cornelis Barendsz.
Jacob Egbertsz.,Weyn Pieters van Neck
Maria Claes Gaeff,Weyn Pieters van Neck
Jacob Egbertsz.,Maria Claes Gaeff
Jacob Cornelisz. van Neck,Dutch East India Company
Jans Gansepoel I,Isabeau Baligan
Lenert Luls,Isabeau Baligan
Judith Gabry,Isabeau Baligan
Jans Gansepoel I,Lenert Luls
Judith Gabry,Lenert Luls
Judith Gabry,Jans Gansepoel I
Magdalena van Gansepoel,Lenert Luls
Magdalena van Gansepoel,Jans Gansepoel I
Magdalena van Gansepoel,Judith Gabry
Judith Gabry,Jean Gabry
Lenert Luls,Gerrit Luls
Magdalena van Gansepoel,Gerrit Luls
Jans Gansepoel I,Nicolaes Coquis (Cocques or Cocque)
Lenert Luls,Nicolaes Coquis (Cocques or Cocque)
Paulus van Gansepoel ,Jans Gansepoel I
Lysbeth Gansepoel,Jans Gansepoel I
Paulus van Gansepoel ,Lysbeth Gansepoel
Daniel Horebecke,Govert Gaillard
Jans Gansepoel I,Govert Gaillard
Daniel Horebecke,Jans Gansepoel I
Anthony (Gaillaert) Gaillard de Oude,Govert Gaillard
Anthony (Gaillaert) Gaillard de Oude,Daniel Horebecke
Anthony (Gaillaert) Gaillard de Oude,Jans Gansepoel I
Martijntje Gaillard,Govert Gaillard
Martijntje Gaillard,Anthony (Gaillaert) Gaillard de Oude
Martijntje Gaillard,Daniel Horebecke
Jean de Bari,Jans Gansepoel I
Jean de Bari,Isabeau Baligan
Jean Gabry,Jans Gansepoel I
David Beck,Jean Gabry
Anneke Gabry,Jean Gabry
Chrispiaen van de Queborn,Jean Gabry
Anneke Gabry,David Beck
Chrispiaen van de Queborn,David Beck
Anneke Gabry,Chrispiaen van de Queborn
David Beck,Isabeau Baligan
Anneke Gabry,Isabeau Baligan
Chrispiaen van de Queborn,Isabeau Baligan
David Beck,Jans Gansepoel I
Anneke Gabry,Jans Gansepoel I
Chrispiaen van de Queborn,Jans Gansepoel I
David Beck,Judith Gabry
Anneke Gabry,Judith Gabry
Chrispiaen van de Queborn,Judith Gabry
Jans Gansepoel I,Pieter Varlet
Judith Gabry,Pieter Varlet
Jan van Gansepoel II,Pieter Varlet
Jan van Gansepoel II,Jans Gansepoel I
Jan van Gansepoel II,Judith Gabry
Hans Vrancken  ,Jannetke Valkenburgh
Jannetke Valkenburgh,Guilliam Wijs
Isaack Wijs,Guilliam Wijs
Jannetke Valkenburgh,Judith Nuyts
Jannetke Valkenburgh,Johannes Polyander
Jannetke Valkenburgh,Hans Valckenburgh
Judith Nuyts,Johannes Polyander
Judith Nuyts,Hans Valckenburgh
Johannes Polyander,Hans Vrancken  
Joannis Vrancken,Judith Polyander
Joannis Vrancken,Korstijaen Barwijns
Joannis Vrancken,Johannes Polyander II
Joannis Vrancken,Jannetke Valkenburgh
Joannis Vrancken,Hans Vrancken  
Korstijaen Barwijns,Judith Polyander
Johannes Polyander II,Judith Polyander
Korstijaen Barwijns,Johannes Polyander II
Hans Vrancken  ,Bernard Berrewins
Hans Vrancken  ,Cornelia Anthonis
Johannes Polyander II,Johannes Polyander
Johannes Polyander II,Judith Nuyts
Hans Rombouts,Hans Vrancken  
Cornelia Berwijns,Hans Vrancken  
Cornelia Rombouts,Hans Vrancken  
Lucas van de Venne,Bernard Berrewins
Hans Rombouts,Bernard Berrewins
Samuel Blommaert,Bernard Berrewins
Frans Jacob Hinlopen,Bernard Berrewins
Lucas van de Venne,Frans Jacob Hinlopen
Hans Rombouts,Frans Jacob Hinlopen
Samuel Blommaert,Frans Jacob Hinlopen
Hans Berwijns,Hans Thijsz. de Oude
Bernard Berrewins,Hans Thijsz. de Oude
Abraham Dircksz. Santvoort,Pieter Dircxsz. Santvoort
Baertgen Pont,Pieter Dircxsz. Santvoort
Rembrandt Santvoort,Pieter Dircxsz. Santvoort
Abraham Dircksz. Santvoort,Maritje Coerten (Maria Koerten)
Baertgen Pont,Maritje Coerten (Maria Koerten)
Rembrandt Santvoort,Maritje Coerten (Maria Koerten)
Abraham Dircksz. Santvoort,Baertgen Pont
Abraham Dircksz. Santvoort,Rembrandt Santvoort
Rembrandt Santvoort,Baertgen Pont
Maritje Coerten (Maria Koerten),Gerrit Jacobsz. Haringh
Pieter Dircxsz. Santvoort,Rembrandt Santvoort
Pieter Dircxsz. Santvoort,Baertgen Pont
Pieter Dircxsz. Santvoort,Pietertjen Willems
Baertgen Pont,Pietertjen Willems
Rembrandt Santvoort,Pietertjen Willems
Abraham Dircksz. Santvoort,Pietertjen Willems
Rembrandt Santvoort (II),Baertgen Pont
Rembrandt Santvoort (II),Pieter Dircxsz. Santvoort
Jacob Dircksz. Santvoort,Pieter Dircxsz. Santvoort
Anna Roos,Pieter Dircxsz. Santvoort
Jacob Dircksz. Santvoort,Baertgen Pont
Anna Roos,Baertgen Pont
Jacob Dircksz. Santvoort,Rembrandt Santvoort (II)
Anna Roos,Rembrandt Santvoort (II)
Anna Roos,Jacob Dircksz. Santvoort
Baertje Remmers Pont,Jacob Dircksz. Santvoort
Dirck Santvoort,Jacob Dircksz. Santvoort
Baertje Remmers Pont,Pieter Dircxsz. Santvoort
Dirck Santvoort,Pieter Dircxsz. Santvoort
Baertje Remmers Pont,Abraham Dircksz. Santvoort
Dirck Santvoort,Abraham Dircksz. Santvoort
Peternelletje Dircksz.,Baertje Remmers Pont
Pieter Dircksz.,Baertje Remmers Pont
Peternelletje Dircksz.,Pieter Dircksz.
Magdalena Sanvoort,Jacob Dircksz. Santvoort
Magdalena Sanvoort,Pieter Dircxsz. Santvoort
Magdalena Sanvoort,Abraham Dircksz. Santvoort
Elisabeth de Cruyff,Abraham Dircksz. Santvoort
Maria Santvoort,Lysbeth van den Berch
Lysbeth van den Berch,Jacob Dircksz. Santvoort
Maria Santvoort,Jacob Dircksz. Santvoort
Lysbeth van den Berch,Pieter Dircxsz. Santvoort
Lysbeth van den Berch,Abraham Dircksz. Santvoort
Lysbeth van den Berch,Dirck Santvoort
Maria Santvoort,Pieter Dircxsz. Santvoort
Maria Santvoort,Abraham Dircksz. Santvoort
Maria Santvoort,Dirck Santvoort
Jacob Dircksz. Santvoort,Elisabeth de Cruyff
Pieter Dircxsz. Santvoort,Elisabeth de Cruyff
Dirck Santvoort,Elisabeth de Cruyff
Jacob Crisp (James Crispe),Claas Pietersz. Seebock (Zeebeck or Zeebeke or Zeebock)
Pieter van Zeebeke,Claas Pietersz. Seebock (Zeebeck or Zeebeke or Zeebock)
Lisbet Tijmens,Claas Pietersz. Seebock (Zeebeck or Zeebeke or Zeebock)
Pieter van Zeebeke,Lisbet Tijmens
Lisbet Tijmens,Jan Jacobsz. van Honthorst
Maijken Herts,Jan Jacobsz. van Honthorst
Aaltje Pieters Zeebeck,Jacob Stevensz.
Jacob Stevensz.,Anneke Everts
Jacob Crisp (James Crispe),Rebecca Baerle
Rebecca Baerle,Graia Steyns
Jacob Crisp (James Crispe),Graia Steyns
Joseph Steyns,Rebecca Baerle
Joseph Steyns,Jacob Crisp (James Crispe)
Joseph Steyns,Graia Steyns
Joseph Crisp,Jacob Crisp (James Crispe)
Joseph Crisp,Graia Steyns
Jan Oli,Jacob Crisp (James Crispe)
Jan Oli,Claas Pietersz. Seebock (Zeebeck or Zeebeke or Zeebock)
Arnout Cobbaut II,Lenart Ranst
Lenart Ranst,Dutch East India Company
Lenart Ranst,Jan Benninck Koeckebacker
Dutch East India Company,Jan Benninck Koeckebacker
Dutch East India Company,Arnout Cobbaut II
Hendrick Swart,Jan Arentsz. Delff
Hendrick Swart,Hendrick de Slange
Hendrick Swart,David Jansz. Ijpelaer
Rembrandt van Rijn,Leendert Cornelisz. Van Beyeren
Leendert Cornelisz. Van Beyeren,Cornelis Aertsz.
Mayke (Bayken) Lenaerts Burchmans,Leendert Cornelisz. Van Beyeren
Trijntje Artus,Leendert Cornelisz. Van Beyeren
Judith Jans,Isaac Punile
Michiel Perseijn (Persoij),Isaac Punile
Michiel Perseijn (Persoij) II,Isaac Punile
Jenne de Morge,Isaac Punile
Jerosme (Jeronimo) Hostier,Jerosme (Jeronimo) Hostier
Judith Jans,Jerosme (Jeronimo) Hostier
Michiel Perseijn (Persoij),Jerosme (Jeronimo) Hostier
Marije Persijn,Jerosme (Jeronimo) Hostier
Judith Jans,Caterine Giart
Michiel Perseijn (Persoij),Caterine Giart
Marije Persijn,Caterine Giart
Jerosme (Jeronimo) Hostier,Caterine Giart
Griet Jans,Judith Jans
Elsgen Jans,Judith Jans
Griet Jans,Elsgen Jans
Pelgrum van Hooft,Sara Perseijn
Pelgrum van Hooft,Pietie Perseijn
Sara Perseijn,Pietie Perseijn
Pelgrum van Hooft,Judith Jans
Elisabeth van Diemen,Jochem van Dien (or Diemen)
Elisabeth van Diemen,Michiel Perseijn (Persoij) II
Jochem van Dien (or Diemen),Michiel Perseijn (Persoij) II
Elisabeth van Diemen,Judith Jans
Judith Jans,Jochem van Dien (or Diemen)
Pieter Persoy,Judith Jans
Pieter Persoy,Pietie Perseijn
